endpoint,clarification,database,matched_type,matched_count
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),hershberger,526
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),reproductive,194
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),two generation reproductive toxicity,86
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),one generation reproductive toxicity,73
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),in vitro microbiological,35
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),developmental toxicity,25
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),chronic,23305
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),subchronic,17813
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),short term,16262
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),chronic long term,1756
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),short term repeated dose toxicity,71
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),sub chronic toxicity,42
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),subchronic prospective supplementation trial,12
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),chronic dietary,9
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),chronic toxicity,8
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),epidemiological (chronic),5
Conf_index_BioDeg,Model confidence index for BioDeg predictions (OPERA),ToxValDB (local SQLite),case report of chronic self intoxication,5
Conf_index_CACO2,Model confidence index for CACO2 predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_CACO2,Model confidence index for CACO2 predictions (OPERA),ToxValDB (local SQLite),clinical,154
Conf_index_CACO2,Model confidence index for CACO2 predictions (OPERA),ToxValDB (local SQLite),occupational,75
Conf_index_CACO2,Model confidence index for CACO2 predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_CACO2,Model confidence index for CACO2 predictions (OPERA),ToxValDB (local SQLite),clinical (double blind),5
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),acute,69869
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),acute exposure guidelines,13475
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),toxicity value,13018
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),short term repeated dose toxicity,71
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),sub chronic toxicity,42
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),developmental toxicity,25
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),neurotoxicity,18
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),toxicity,8
Conf_index_CATMoS,Model confidence index for CATMoS predictions (OPERA),ToxValDB (local SQLite),chronic toxicity,8
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),reproduction developmental,32156
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),developmental,9676
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),uterotrophic,771
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),hershberger,526
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),reproductive,194
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),developmental toxicity,25
Conf_index_CERAPP_Ago,Model confidence index for CERAPP_Ago predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),reproduction developmental,32156
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),developmental,9676
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),uterotrophic,771
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),hershberger,526
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),reproductive,194
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),developmental toxicity,25
Conf_index_CERAPP_Anta,Model confidence index for CERAPP_Anta predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),reproduction developmental,32156
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),developmental,9676
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),uterotrophic,771
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),hershberger,526
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),reproductive,194
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),developmental toxicity,25
Conf_index_CERAPP_Bind,Model confidence index for CERAPP_Bind predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_Clint,Model confidence index for Clint predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_Clint,Model confidence index for Clint predictions (OPERA),ToxValDB (local SQLite),clinical,154
Conf_index_Clint,Model confidence index for Clint predictions (OPERA),ToxValDB (local SQLite),occupational,75
Conf_index_Clint,Model confidence index for Clint predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_Clint,Model confidence index for Clint predictions (OPERA),ToxValDB (local SQLite),clinical (double blind),5
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),reproduction developmental,32156
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),developmental,9676
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),uterotrophic,771
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),hershberger,526
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),reproductive,194
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),developmental toxicity,25
Conf_index_CoMPARA_Ago,Model confidence index for CoMPARA_Ago predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),reproduction developmental,32156
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),developmental,9676
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),uterotrophic,771
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),hershberger,526
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),reproductive,194
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),developmental toxicity,25
Conf_index_CoMPARA_Anta,Model confidence index for CoMPARA_Anta predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),reproduction developmental,32156
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),developmental,9676
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),uterotrophic,771
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),hershberger,526
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),reproductive,194
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),developmental toxicity,25
Conf_index_CoMPARA_Bind,Model confidence index for CoMPARA_Bind predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_FUB,Model confidence index for FUB predictions (OPERA),ToxValDB (local SQLite),in vitro,618
Conf_index_FUB,Model confidence index for FUB predictions (OPERA),ToxValDB (local SQLite),clinical,154
Conf_index_FUB,Model confidence index for FUB predictions (OPERA),ToxValDB (local SQLite),occupational,75
Conf_index_FUB,Model confidence index for FUB predictions (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Conf_index_FUB,Model confidence index for FUB predictions (OPERA),ToxValDB (local SQLite),clinical (double blind),5
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),chronic,23305
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),subchronic,17813
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),short term,16262
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),chronic long term,1756
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),short term repeated dose toxicity,71
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),sub chronic toxicity,42
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),subchronic prospective supplementation trial,12
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),chronic dietary,9
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),chronic toxicity,8
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),epidemiological (chronic),5
Conf_index_ReadyBiodeg,Model confidence index for ReadyBiodeg predictions (OPERA),ToxValDB (local SQLite),case report of chronic self intoxication,5
FUB_pred,QSAR prediction for FUB (OPERA model output),ToxValDB (local SQLite),in vitro,618
FUB_pred,QSAR prediction for FUB (OPERA model output),ToxValDB (local SQLite),clinical,154
FUB_pred,QSAR prediction for FUB (OPERA model output),ToxValDB (local SQLite),occupational,75
FUB_pred,QSAR prediction for FUB (OPERA model output),ToxValDB (local SQLite),in vitro microbiological,35
FUB_pred,QSAR prediction for FUB (OPERA model output),ToxValDB (local SQLite),clinical (double blind),5
FUB_predRange,Numeric interval or uncertainty range paired with FUB_pred (OPERA),ToxValDB (local SQLite),in vitro,618
FUB_predRange,Numeric interval or uncertainty range paired with FUB_pred (OPERA),ToxValDB (local SQLite),clinical,154
FUB_predRange,Numeric interval or uncertainty range paired with FUB_pred (OPERA),ToxValDB (local SQLite),occupational,75
FUB_predRange,Numeric interval or uncertainty range paired with FUB_pred (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
FUB_predRange,Numeric interval or uncertainty range paired with FUB_pred (OPERA),ToxValDB (local SQLite),clinical (double blind),5
RT_pred,QSAR prediction for RT (OPERA model output),ToxValDB (local SQLite),short term,16262
RT_pred,QSAR prediction for RT (OPERA model output),ToxValDB (local SQLite),not reported,562
RT_pred,QSAR prediction for RT (OPERA model output),ToxValDB (local SQLite),short term repeated dose toxicity,71
RT_pred,QSAR prediction for RT (OPERA model output),ToxValDB (local SQLite),epidemiological (cohort),7
RT_pred,QSAR prediction for RT (OPERA model output),ToxValDB (local SQLite),"fertility, other",5
RT_pred,QSAR prediction for RT (OPERA model output),ToxValDB (local SQLite),case report of chronic self intoxication,5
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),chronic,23305
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),subchronic,17813
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),short term,16262
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),chronic long term,1756
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),short term repeated dose toxicity,71
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),sub chronic toxicity,42
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),subchronic prospective supplementation trial,12
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),chronic dietary,9
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),chronic toxicity,8
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),epidemiological (chronic),5
ReadyBiodeg_pred,QSAR prediction for ReadyBiodeg (OPERA model output),ToxValDB (local SQLite),case report of chronic self intoxication,5
